,city_number,resources_remaining,severity,resources_allocated,resources_effectively_allocated,damage
306,2.0,34.50260543823242,6.0,8.515457153320312,8.515457153320312,0.0
307,3.0,25.98714828491211,5.0,7.7814226150512695,7.7814226150512695,0.0
308,4.0,18.205726623535156,4.0,6.786709308624268,6.786709308624268,0.7279744148254395
309,5.0,11.419017791748047,3.0,6.022587299346924,6.022587299346924,1.9189395904541016
310,6.0,5.396430492401123,4.0,7.299822807312012,5.396430492401123,5.63965368270874
311,1.0,40.0,5.0,6.9872541427612305,6.9872541427612305,0.41019678115844727
312,2.0,33.01274490356445,3.0,5.667491436004639,5.667491436004639,0.6097018718719482
313,3.0,27.345252990722656,4.0,6.210461616516113,6.210461616516113,2.9255173206329346
314,4.0,21.13479232788086,5.0,7.737654685974121,7.737654685974121,7.377985954284668
315,1.0,40.0,5.0,6.985690116882324,6.985690116882324,0.41144800186157227
316,2.0,33.01430892944336,6.0,8.67504596710205,8.67504596710205,2.4064207077026367
317,3.0,24.339263916015625,4.0,6.599819183349609,6.599819183349609,4.566493034362793
318,4.0,17.739444732666016,5.0,8.342026710510254,8.342026710510254,8.898087501525879
319,1.0,40.0,8.0,9.144747734069824,9.144747734069824,0.0
320,2.0,30.85525131225586,8.0,9.16295051574707,9.16295051574707,0.0
321,3.0,21.69230079650879,2.0,5.6232218742370605,5.6232218742370605,0.0
322,4.0,16.06907844543457,3.0,6.054658889770508,6.054658889770508,0.0
323,5.0,10.014419555664062,2.0,5.671069145202637,5.671069145202637,0.0
324,6.0,4.343350410461426,5.0,8.743051528930664,4.343350410461426,3.3939895629882812
325,7.0,0.0,2.0,5.670418739318848,0.0,5.793989658355713
326,8.0,0.0,5.0,7.947132110595703,0.0,11.793989181518555
327,1.0,40.0,6.0,8.457038879394531,8.457038879394531,0.4343690872192383
328,2.0,31.54296112060547,3.0,5.725162506103516,5.725162506103516,0.5992715358734131
329,3.0,25.817798614501953,6.0,8.8595609664917,8.8595609664917,4.2554473876953125
330,4.0,16.958236694335938,6.0,9.030998229980469,9.030998229980469,9.649248123168945
331,1.0,40.0,2.0,5.499935626983643,5.499935626983643,0.0
332,2.0,34.500064849853516,5.0,7.106334686279297,7.106334686279297,0.0
333,3.0,27.39373016357422,3.0,5.694247245788574,5.694247245788574,0.0
334,4.0,21.699481964111328,4.0,6.294802665710449,6.294802665710449,0.0
335,5.0,15.404679298400879,3.0,5.7740020751953125,5.7740020751953125,0.13559889793395996
336,6.0,9.630677223205566,6.0,8.925880432128906,8.925880432128906,3.765246868133545
337,7.0,0.7047967910766602,5.0,8.608793258666992,0.7047967910766602,9.624287605285645
338,1.0,40.0,3.0,5.619659900665283,5.619659900665283,0.22820401191711426
339,2.0,34.380340576171875,5.0,7.139461040496826,7.139461040496826,3.372419595718384
340,3.0,27.24087905883789,7.0,9.093244552612305,9.093244552612305,9.953771591186523
341,1.0,40.0,4.0,5.997634410858154,5.997634410858154,0.0
342,2.0,34.00236511230469,3.0,5.647987365722656,5.647987365722656,0.0
343,3.0,28.35437774658203,4.0,6.132984638214111,6.132984638214111,1.1202092170715332
344,4.0,22.221393585205078,8.0,9.160576820373535,9.160576820373535,7.055978775024414
345,5.0,13.060816764831543,8.0,9.171611785888672,9.171611785888672,14.821657180786133
346,1.0,40.0,6.0,8.49716567993164,8.49716567993164,0.4022674560546875
347,2.0,31.50283432006836,8.0,9.164345741271973,9.164345741271973,4.503660202026367
348,3.0,22.338489532470703,7.0,9.146920204162598,9.146920204162598,9.244892120361328
349,4.0,13.191569328308105,4.0,7.782550811767578,7.782550811767578,12.488382339477539
350,1.0,40.0,2.0,5.505887031555176,5.505887031555176,0.0
